x	y
-3.43749416605216	1
-3.41231105860855	1
-3.38712795116495	1
-3.36194484372134	1
-3.33676173627774	1
-3.31157862883413	1
-3.28639552139053	1
-3.26121241394692	1
-3.23602930650331	1
-3.21084619905971	1
-3.1856630916161	1
-3.1604799841725	1
-3.13529687672889	-1
-3.11011376928529	-1
-3.08493066184168	-1
-3.05974755439808	-1
-3.03456444695447	-1
-3.00938133951086	-1
-2.98419823206726	-1
-2.95901512462365	-1
-2.93383201718005	-1
-2.90864890973644	-1
-2.88346580229284	-1
-2.85828269484923	-1
-2.83309958740563	-1
-2.80791647996202	-1
-2.78273337251841	-1
-2.75755026507481	-1
-2.7323671576312	-1
-2.7071840501876	-1
-2.68200094274399	-1
-2.65681783530039	-1
-2.63163472785678	-1
-2.60645162041318	-1
-2.58126851296957	-1
-2.55608540552596	-1
-2.53090229808236	-1
-2.50571919063875	-1
-2.48053608319515	-1
-2.45535297575154	-1
-2.43016986830794	-1
-2.40498676086433	-1
-2.37980365342073	-1
-2.35462054597712	-1
-2.32943743853351	-1
-2.30425433108991	-1
-2.2790712236463	-1
-2.2538881162027	-1
-2.22870500875909	-1
-2.20352190131549	-1
-2.17833879387188	-1
-2.15315568642828	-1
-2.12797257898467	-1
-2.10278947154106	-1
-2.07760636409746	-1
-2.05242325665385	-1
-2.02724014921025	-1
-2.00205704176664	-1
-1.97687393432304	-1
-1.95169082687943	-1
-1.92650771943583	-1
-1.90132461199222	-1
-1.87614150454861	-1
-1.85095839710501	-1
-1.8257752896614	-1
-1.8005921822178	-1
-1.77540907477419	-1
-1.75022596733059	-1
-1.72504285988698	-1
-1.69985975244338	-1
-1.67467664499977	-1
-1.64949353755616	-1
-1.62431043011256	-1
-1.59912732266895	-1
-1.57394421522535	-1
-1.54876110778174	-1
-1.52357800033814	-1
-1.49839489289453	-1
-1.47321178545093	-1
-1.44802867800732	-1
-1.42284557056371	-1
-1.39766246312011	-1
-1.3724793556765	-1
-1.3472962482329	-1
-1.32211314078929	-1
-1.29693003334569	-1
-1.27174692590208	-1
-1.24656381845848	-1
-1.22138071101487	-1
-1.19619760357126	-1
-1.17101449612766	-1
-1.14583138868405	-1
-1.12064828124045	-1
-1.09546517379684	-1
-1.07028206635324	-1
-1.04509895890963	-1
-1.01991585146602	-1
-0.99473274402242	-1
-0.969549636578814	-1
-0.944366529135209	-1
-0.919183421691603	-1
-0.894000314247998	-1
-0.868817206804392	-1
-0.843634099360786	-1
-0.818450991917181	-1
-0.793267884473575	-1
-0.76808477702997	-1
-0.742901669586364	-1
-0.717718562142759	-1
-0.692535454699153	-1
-0.667352347255547	-1
-0.642169239811942	-1
-0.616986132368337	-1
-0.591803024924731	-1
-0.566619917481125	-1
-0.54143681003752	-1
-0.516253702593915	-1
-0.491070595150308	-1
-0.465887487706703	-1
-0.440704380263098	-1
-0.415521272819492	-1
-0.390338165375886	-1
-0.365155057932281	-1
-0.339971950488676	-1
-0.314788843045069	-1
-0.289605735601464	-1
-0.264422628157859	-1
-0.239239520714253	-1
-0.214056413270647	-1
-0.188873305827042	-1
-0.163690198383437	-1
-0.138507090939831	-1
-0.113323983496225	-1
-0.0881408760526199	-1
-0.0629577686090146	-1
-0.0377746611654084	-1
-0.0125915537218031	-1
0.0125915537218022	1
0.0377746611654084	1
0.0629577686090137	1
0.088140876052619	1
0.113323983496224	1
0.138507090939831	1
0.163690198383436	1
0.188873305827041	1
0.214056413270647	1
0.239239520714253	1
0.264422628157858	1
0.289605735601463	1
0.314788843045069	1
0.339971950488675	1
0.36515505793228	1
0.390338165375886	1
0.415521272819491	1
0.440704380263097	1
0.465887487706702	1
0.491070595150308	1
0.516253702593914	1
0.541436810037519	1
0.566619917481125	1
0.59180302492473	1
0.616986132368336	1
0.642169239811941	1
0.667352347255547	1
0.692535454699153	1
0.717718562142758	1
0.742901669586364	1
0.768084777029969	1
0.793267884473575	1
0.81845099191718	1
0.843634099360786	1
0.868817206804391	1
0.894000314247997	1
0.919183421691603	1
0.944366529135208	1
0.969549636578813	1
0.994732744022419	1
1.01991585146602	1
1.04509895890963	1
1.07028206635324	1
1.09546517379684	1
1.12064828124045	1
1.14583138868405	1
1.17101449612766	1
1.19619760357126	1
1.22138071101487	1
1.24656381845847	1
1.27174692590208	1
1.29693003334569	1
1.32211314078929	1
1.3472962482329	1
1.3724793556765	1
1.39766246312011	1
1.42284557056371	1
1.44802867800732	1
1.47321178545092	1
1.49839489289453	1
1.52357800033814	1
1.54876110778174	1
1.57394421522535	1
1.59912732266895	1
1.62431043011256	1
1.64949353755616	1
1.67467664499977	1
1.69985975244337	1
1.72504285988698	1
1.75022596733059	1
1.77540907477419	1
1.8005921822178	1
1.8257752896614	1
1.85095839710501	1
1.87614150454861	1
1.90132461199222	1
1.92650771943582	1
1.95169082687943	1
1.97687393432304	1
2.00205704176664	1
2.02724014921025	1
2.05242325665385	1
2.07760636409746	1
2.10278947154106	1
2.12797257898467	1
2.15315568642827	1
2.17833879387188	1
2.20352190131549	1
2.22870500875909	1
2.2538881162027	1
2.2790712236463	1
2.30425433108991	1
2.32943743853351	1
2.35462054597712	1
2.37980365342072	1
2.40498676086433	1
2.43016986830794	1
2.45535297575154	1
2.48053608319515	1
2.50571919063875	1
2.53090229808236	1
2.55608540552596	1
2.58126851296957	1
2.60645162041318	1
2.63163472785678	1
2.65681783530039	1
2.68200094274399	1
2.7071840501876	1
2.7323671576312	1
2.75755026507481	1
2.78273337251841	1
2.80791647996202	1
2.83309958740563	1
2.85828269484923	1
2.88346580229284	1
2.90864890973644	1
2.93383201718005	1
2.95901512462365	1
2.98419823206726	1
3.00938133951086	1
3.03456444695447	1
3.05974755439807	1
3.08493066184168	1
3.11011376928529	1
3.13529687672889	1
3.1604799841725	-1
3.1856630916161	-1
3.21084619905971	-1
3.23602930650331	-1
3.26121241394692	-1
3.28639552139052	-1
3.31157862883413	-1
3.33676173627774	-1
3.36194484372134	-1
3.38712795116495	-1
3.41231105860855	-1
3.43749416605216	-1
3.46267727349576	-1
3.48786038093937	-1
3.51304348838297	-1
3.53822659582658	-1
3.56340970327019	-1
3.58859281071379	-1
3.6137759181574	-1
3.638959025601	-1
3.66414213304461	-1
3.68932524048821	-1
3.71450834793182	-1
3.73969145537543	-1
3.76487456281903	-1
3.79005767026264	-1
3.81524077770624	-1
3.84042388514985	-1
3.86560699259345	-1
3.89079010003706	-1
3.91597320748066	-1
3.94115631492427	-1
3.96633942236788	-1
3.99152252981148	-1
4.01670563725509	-1
4.04188874469869	-1
4.0670718521423	-1
4.0922549595859	-1
4.11743806702951	-1
4.14262117447311	-1
4.16780428191672	-1
4.19298738936032	-1
4.21817049680393	-1
4.24335360424754	-1
4.26853671169114	-1
4.29371981913475	-1
4.31890292657835	-1
4.34408603402196	-1
4.36926914146556	-1
4.39445224890917	-1
4.41963535635277	-1
4.44481846379638	-1
4.47000157123999	-1
4.49518467868359	-1
4.5203677861272	-1
4.5455508935708	-1
4.57073400101441	-1
4.59591710845801	-1
4.62110021590162	-1
4.64628332334523	-1
4.67146643078883	-1
4.69664953823244	-1
4.72183264567604	-1
4.74701575311965	-1
4.77219886056325	-1
4.79738196800686	-1
4.82256507545046	-1
4.84774818289407	-1
4.87293129033768	-1
4.89811439778128	-1
4.92329750522489	-1
4.94848061266849	-1
4.9736637201121	-1
4.9988468275557	-1
5.02402993499931	-1
5.04921304244291	-1
5.07439614988652	-1
5.09957925733012	-1
5.12476236477373	-1
5.14994547221734	-1
5.17512857966094	-1
5.20031168710455	-1
5.22549479454815	-1
5.25067790199176	-1
5.27586100943536	-1
5.30104411687897	-1
5.32622722432257	-1
5.35141033176618	-1
5.37659343920979	-1
5.40177654665339	-1
5.426959654097	-1
5.4521427615406	-1
5.47732586898421	-1
5.50250897642781	-1
5.52769208387142	-1
5.55287519131502	-1
5.57805829875863	-1
5.60324140620224	-1
5.62842451364584	-1
5.65360762108945	-1
5.67879072853305	-1
5.70397383597666	-1
5.72915694342026	-1
5.75434005086387	-1
5.77952315830748	-1
5.80470626575108	-1
5.82988937319469	-1
5.85507248063829	-1
5.8802555880819	-1
5.9054386955255	-1
5.93062180296911	-1
5.95580491041271	-1
5.98098801785632	-1
6.00617112529993	-1
6.03135423274353	-1
6.05653734018714	-1
6.08172044763074	-1
6.10690355507435	-1
6.13208666251795	-1
6.15726976996156	-1
6.18245287740516	-1
6.20763598484877	-1
6.23281909229237	-1
6.25800219973598	-1
6.28318530717959	-1
